AccX,AccY,AccZ
-0.004,0.002,-9.761
0.005,-0.023,-9.869
0.047,-0.046,-9.862
-0.012,-0.013,-9.923
-0.005,0.012,-9.904
0.003,-0.025,-9.876
-0.009,-0.001,-9.877
0.01,-0.029,-9.886
0.045,-0.07,-9.89
0.017,-0.046,-9.86
0.012,-0.007,-9.862
0.001,0.003,-9.872
0.068,-0.084,-9.906
0.026,-0.073,-9.847
0.027,-0.045,-9.894
-0.001,-0.018,-9.9
0.014,0.008,-9.846
0.016,-0.02,-9.865
0.009,0.011,-9.846
0.048,-0.055,-9.857
0.027,-0.035,-9.851
-0.021,0.023,-9.868
0.054,-0.108,-9.887
-0.004,-0.012,-9.856
-0.002,0.002,-9.881
-0.001,0.016,-9.812
0.017,-0.038,-9.884
0.018,-0.029,-9.884
0.02,-0.019,-9.869
0.026,-0.049,-9.86
0.017,-0.011,-9.895
0.032,-0.059,-9.897
0.009,-0.015,-9.819
0.002,-0.031,-9.872
0.026,-0.008,-9.846
0.003,-0.019,-9.915
0.027,-0.035,-9.92
-0.017,0.006,-9.889
0.004,0.004,-9.853
-0.007,0.029,-9.901
0.016,-0.017,-9.87
0.022,-0.034,-9.881
0.022,-0.002,-9.838
0.005,-0.038,-9.823
0.034,-0.054,-9.859
0.012,-0.046,-9.856
0.04,-0.052,-9.853
0.015,-0.006,-9.879
0.051,-0.061,-9.912
0.01,-0.031,-9.865
-0.007,-0.003,-9.856
0.014,-0.011,-9.856
0.032,-0.039,-9.89
0.014,-0.03,-9.856
0.011,-0.004,-9.847
0.028,-0.067,-9.867
0.039,-0.029,-9.884
0.015,-0.043,-9.883
0.017,-0.015,-9.865
0.028,-0.047,-9.854
0.013,-0.039,-9.841
0.033,-0.057,-9.798
0.014,-0.029,-9.836
0.025,-0.03,-9.869
0.008,-0.001,-9.889
0,-0.039,-9.866
0.035,0.007,-9.874
0,-0.013,-9.867
0.018,-0.017,-9.897
0.019,-0.04,-9.858
0.019,-0.011,-9.843
0.013,-0.009,-9.865
0.01,-0.037,-9.854
0.012,-0.032,-9.85
0.012,-0.015,-9.89
-0.021,0.026,-9.823
0.013,-0.034,-9.891
0.005,-0.018,-9.874
-0.038,0.025,-9.779
0.034,-0.064,-9.837
0.017,-0.023,-9.869
0.005,-0.011,-9.921
0.016,-0.014,-9.834
-0.009,0.01,-9.878
0.032,-0.045,-9.873
0.019,-0.041,-9.834
0.057,-0.075,-9.838
0.017,-0.048,-9.846
0.012,0.004,-9.871
0.03,-0.038,-9.865
0.025,-0.034,-9.823
-0.002,-0.016,-9.889
0.037,-0.054,-9.845
0,-0.007,-9.881
0.048,-0.071,-9.81
0.026,-0.027,-9.828
0.015,-0.019,-9.883
-0.001,-0.017,-9.836
0.02,0.009,-9.858
0.04,-0.037,-9.918
0.002,0.019,-9.875
0.045,-0.046,-9.857
0.056,-0.048,-9.876
0.026,-0.043,-9.877
0.053,-0.04,-9.881
0.061,-0.062,-9.851
0.011,-0.021,-9.854
0.018,-0.047,-9.857
0.036,-0.026,-9.846
0.044,-0.088,-9.854
0.026,-0.036,-9.887
0.019,-0.03,-9.864
0.032,-0.044,-9.843
0.018,-0.003,-9.87
0.043,-0.053,-9.878
-0.027,0.039,-9.895
0.007,0.023,-9.868
0.044,-0.045,-9.873
0.029,-0.04,-9.859
0.027,-0.035,-9.848
0.041,-0.05,-9.841
0.036,-0.027,-9.881
-0.011,-0.007,-9.876
0.039,-0.073,-9.778
0.033,-0.056,-9.841
0.014,-0.02,-9.89
0.034,-0.032,-9.859
0.026,-0.035,-9.867
0.043,-0.027,-9.86
0.002,-0.02,-9.841
0.033,-0.027,-9.885
0.007,-0.008,-9.87
0.021,0.032,-9.9
0.01,-0.037,-9.899
0.011,-0.017,-9.881
0.013,-0.031,-9.824
-0.018,-0.004,-9.885
0.034,-0.035,-9.82
0.001,0.034,-9.895
0.032,-0.075,-9.892
0.018,0.006,-9.9
0.007,-0.007,-9.848
0.053,-0.026,-9.897
0.047,-0.06,-9.876
0.02,-0.007,-9.889
-0.003,-0.01,-9.895
-0.004,-0.001,-9.848
0.036,-0.067,-9.808
0.033,-0.039,-9.864
-0.009,0.003,-9.861
0.012,-0.034,-9.882
0.034,-0.05,-9.918
0.037,-0.06,-9.883
0.002,-0.033,-9.885
0.005,-0.02,-9.821
0.033,-0.044,-9.871
0.036,-0.06,-9.933
0.025,-0.038,-9.808
0.031,-0.042,-9.864
0.019,-0.04,-9.917
0.017,-0.021,-9.858
0.008,-0.019,-9.886
0.019,-0.013,-9.856
-0.002,-0.009,-9.858
0.041,-0.025,-9.909
0.05,-0.078,-9.908
0.011,-0.008,-9.87
0.024,-0.053,-9.909
0.031,-0.039,-9.872
0.003,-0.03,-9.835
0.013,-0.02,-9.876
0.016,-0.033,-9.864
0.013,-0.022,-9.82
0.015,-0.03,-9.887
0.031,-0.035,-9.86
-0.001,-0.01,-9.848
0.05,-0.07,-9.87
0.02,-0.026,-9.907
0.041,-0.045,-9.914
-0.01,-0.02,-9.892
0.015,-0.005,-9.847
-0.01,0.008,-9.814
0.06,-0.064,-9.882
0.02,-0.02,-9.858
0.028,0.005,-9.92
0.035,-0.063,-9.868
0.028,-0.025,-9.89
0.012,-0.022,-9.859
0.01,-0.023,-9.878
0.06,-0.074,-9.801
0.039,-0.048,-9.882
-0.003,-0.001,-9.889
0.032,-0.041,-9.874
0.011,-0.024,-9.861
0.03,-0.045,-9.866
0.018,-0.017,-9.846
0.022,-0.04,-9.884
-0.007,-0.003,-9.877
0.038,-0.039,-9.879
0.017,-0.037,-9.908
0.016,-0.028,-9.822
-0.002,-0.002,-9.862
-0.003,-0.002,-9.912
0.019,-0.05,-9.878
0.027,-0.033,-9.844
0.004,0.004,-9.871
0.001,-0.012,-9.851
0.009,-0.047,-9.848
0.037,-0.036,-9.82
0.035,-0.057,-9.806
0.008,-0.027,-9.861
-0.014,0.006,-9.87
0,-0.005,-9.842
0.004,-0.025,-9.881
0.009,0.011,-9.903
0.025,-0.047,-9.841
0.052,-0.071,-9.881
0.023,-0.042,-9.825
0.026,-0.033,-9.886
0.016,-0.038,-9.824
0.01,-0.015,-9.895
0.027,-0.026,-9.898
0.022,-0.014,-9.843
0.026,-0.039,-9.925
0.015,-0.012,-9.81
0.009,-0.022,-9.837
0.029,-0.036,-9.869
0.025,-0.053,-9.856
0.03,-0.037,-9.854
0.029,-0.037,-9.871
0.015,-0.035,-9.876
0.017,-0.01,-9.853
0.002,-0.013,-9.861
0.023,-0.045,-9.861
0.03,-0.057,-9.856
0.013,-0.05,-9.89
0.016,-0.033,-9.875
0.002,0.004,-9.92
0.011,-0.013,-9.84
0.025,-0.039,-9.932
0.027,-0.056,-9.878
0.003,-0.008,-9.828
0.025,-0.017,-9.914
-0.007,0.01,-9.871
0.036,-0.005,-9.856
0.031,-0.025,-9.899
0.029,-0.059,-9.854
0.02,-0.05,-9.879
0.025,-0.041,-9.875
0.051,-0.035,-9.865
0.028,-0.03,-9.867
-0.017,-0.011,-9.813
0.019,-0.014,-9.859
0.03,-0.018,-9.825
0.017,0.01,-9.878
0.003,-0.022,-9.893
0.03,-0.043,-9.851
0.007,-0.009,-9.84
0.047,-0.079,-9.863
0.016,-0.027,-9.886
0.014,-0.014,-9.877
0.009,-0.014,-9.868
0.019,-0.029,-9.898
0,0.008,-9.817
0.017,-0.03,-9.855
0.039,-0.039,-9.905
0.029,-0.022,-9.921
-0.003,-0.023,-9.9
0.031,-0.017,-9.885
0.012,-0.027,-9.873
0.022,-0.024,-9.862
0.022,-0.04,-9.866
0.027,-0.034,-9.89
0.011,-0.008,-9.862
0.016,-0.016,-9.873
0.019,-0.035,-9.891
0.005,-0.016,-9.877
-0.007,-0.02,-9.891
0.011,-0.005,-9.91
0.02,-0.031,-9.851
0.03,-0.05,-9.883
-0.014,0.006,-9.885
0.019,-0.017,-9.879
0.016,0.007,-9.804
-0.017,0.003,-9.888
0.014,-0.032,-9.851
0.031,-0.018,-9.877
0.004,-0.018,-9.817
0.035,-0.053,-9.84
-0.002,-0.005,-9.874
0.038,-0.045,-9.838
0.032,-0.029,-9.818
0.001,-0.004,-9.838
0.037,-0.073,-9.846
0.034,-0.046,-9.863
0.029,-0.042,-9.861
0.038,-0.025,-9.915
0.017,-0.047,-9.848
0.034,-0.063,-9.824
0.033,-0.081,-9.878
0.013,-0.015,-9.898
0.042,-0.063,-9.92
0.031,-0.052,-9.879
0.032,-0.07,-9.885
0.012,-0.024,-9.889
0.014,-0.028,-9.917
0.021,-0.004,-9.889
-0.013,-0.003,-9.864
0.021,-0.019,-9.902
-0.022,0.041,-9.868
0.009,0.015,-9.878
0.02,-0.012,-9.865
0.01,0.003,-9.861
0.009,-0.018,-9.879
0.024,-0.017,-9.86
-0.001,-0.005,-9.873
0.019,0.006,-9.839
0.051,-0.075,-9.939
0.017,-0.01,-9.885
0.002,0.026,-9.87
0.023,-0.018,-9.88
0.008,-0.012,-9.829
0.028,-0.015,-9.874
0.009,-0.014,-9.853
0.024,-0.004,-9.866
0.031,-0.053,-9.836
0.007,-0.003,-9.91
-0.006,-0.003,-9.889
0.023,-0.014,-9.881
0.041,-0.049,-9.845
0.026,-0.055,-9.874
-0.008,0.003,-9.86
0.021,-0.009,-9.88
0.033,-0.038,-9.883
0.025,-0.041,-9.875
0.02,-0.02,-9.873
0.012,-0.001,-9.927
0.001,0.001,-9.885
0.035,-0.08,-9.786
0.001,-0.027,-9.885
0.038,-0.048,-9.863
-0.002,-0.014,-9.867
0.042,-0.028,-9.87
-0.015,0.015,-9.862
0.018,-0.026,-9.843
0.009,-0.034,-9.885
0.036,-0.048,-9.9
0.016,-0.03,-9.878
0.023,-0.017,-9.881
0.012,0.001,-9.875
0.023,-0.033,-9.908
0.007,-0.053,-9.908
0.03,-0.04,-9.885
-0.002,0.009,-9.914
0.024,-0.015,-9.882
0.029,-0.056,-9.86
0.006,0.011,-9.907
-0.005,-0.032,-9.888
0.029,-0.031,-9.804
0.046,-0.04,-9.797
0.023,-0.049,-9.917
0.003,0.04,-9.846
0.03,-0.04,-9.916
0.02,-0.017,-9.864
0.019,-0.005,-9.893
-0.012,-0.012,-9.871
0.019,0.005,-9.873
0.017,-0.045,-9.925
0.002,0.043,-9.93
0.024,-0.028,-9.912
0.031,-0.024,-9.825
0.015,-0.03,-9.908
-0.003,-0.013,-9.894
0.03,-0.026,-9.938
0.016,-0.021,-9.856
0.044,-0.072,-9.862
-0.014,0.006,-9.9
0.027,-0.026,-9.857
0.044,-0.068,-9.931
0.005,-0.041,-9.874
0.02,-0.012,-9.884
0.015,-0.005,-9.868
0.029,-0.009,-9.839
0.03,-0.073,-9.863
0.024,0,-9.853
0.017,-0.011,-9.894
0.013,-0.017,-9.853
0.032,-0.068,-9.867
0.036,-0.062,-9.861
0.01,-0.012,-9.917
0.019,-0.007,-9.855
0.018,-0.031,-9.909
0.025,-0.017,-9.922
0.042,-0.066,-9.918
0.024,-0.009,-9.86
0.023,-0.046,-9.895
0.065,-0.066,-9.846
0.052,-0.058,-9.881
0.039,-0.027,-9.924
0.038,-0.025,-9.855
0.017,-0.028,-9.876
0.033,-0.053,-9.856
-0.002,0.018,-9.823
0.019,-0.029,-9.891
0.034,-0.067,-9.865
-0.005,0.025,-9.863
0.039,-0.028,-9.86
0.052,-0.054,-9.909
0.034,-0.025,-9.817
0.024,-0.031,-9.895
0.024,-0.02,-9.829
0.027,-0.049,-9.848
0.043,-0.055,-9.89
0.016,-0.043,-9.858
-0.002,0.016,-9.878
0.019,-0.054,-9.808
0.013,-0.033,-9.89
0.012,-0.025,-9.886
0.016,-0.026,-9.837
0.031,-0.055,-9.887
0.049,-0.075,-9.859
0.043,-0.078,-9.863
0.028,-0.034,-9.857
0.013,-0.032,-9.85
0.027,-0.024,-9.89
0.01,-0.016,-9.94
0.019,-0.013,-9.857
0.019,-0.02,-9.892
0.001,0.024,-9.861
-0.008,-0.003,-9.872
0.026,-0.035,-9.885
0.005,-0.009,-9.861
0.027,-0.039,-9.901
0.041,-0.032,-9.901
0.026,-0.025,-9.828
0.001,-0.019,-9.853
0.038,-0.059,-9.89
0.004,-0.011,-9.885
0.019,-0.025,-9.835
0.01,-0.047,-9.876
0.001,-0.002,-9.86
0.035,-0.044,-9.825
0.015,-0.014,-9.885
0.045,-0.065,-9.88
0.042,-0.055,-9.849
0.027,-0.005,-9.875
0.04,-0.067,-9.886
0.022,-0.038,-9.819
0.037,-0.04,-9.874
0.015,-0.047,-9.859
0.051,-0.072,-9.89
0.034,-0.063,-9.856
0.026,-0.027,-9.864
0.014,-0.027,-9.904
0.035,-0.032,-9.88
0.052,-0.085,-9.848
0.01,-0.008,-9.833
0.013,-0.008,-9.87
0.004,0.011,-9.883
0.012,-0.024,-9.877
0.049,-0.032,-9.883
0.02,-0.04,-9.829
-0.008,0.03,-9.821
0.031,-0.015,-9.881
0.013,0.026,-9.88
0.026,-0.02,-9.852
0.028,-0.043,-9.822
0.049,-0.047,-9.873
0.032,-0.038,-9.873
0.013,-0.015,-9.82
0.029,-0.044,-9.837
0.037,-0.071,-9.857
0.014,-0.037,-9.882
0.017,-0.039,-9.921
0.011,-0.021,-9.886
0.015,-0.018,-9.871
0.021,0.015,-9.859
0.043,-0.073,-9.872
0.016,-0.039,-9.864
0.02,-0.045,-9.871
0.007,-0.037,-9.842
0.022,-0.042,-9.873
-0.003,-0.031,-9.85
0.015,-0.026,-9.882
0.009,-0.003,-9.842
-0.024,-0.001,-9.869
0.042,-0.07,-9.878
0.036,-0.077,-9.879
0.04,-0.04,-9.806
0.022,-0.066,-9.884
0.023,-0.007,-9.903
0.029,-0.069,-9.879
0.046,-0.09,-9.858
0.027,-0.041,-9.863
0.013,-0.008,-9.868
0.022,-0.038,-9.862
0.024,-0.046,-9.911
0.024,-0.048,-9.913
0.004,-0.001,-9.85
0.011,-0.041,-9.859
0.028,-0.036,-9.855
0.023,-0.031,-9.881
0.013,-0.012,-9.867
-0.014,-0.004,-9.849
0.029,-0.049,-9.907
0.01,-0.044,-9.831
0.022,-0.019,-9.914
-0.011,-0.032,-9.844
0.035,-0.045,-9.869
0.014,-0.025,-9.886
-0.006,0.007,-9.882
0.02,-0.034,-9.84
0.026,-0.029,-9.88
0.028,-0.065,-9.833
0.022,-0.022,-9.903
0.014,-0.047,-9.891
0.042,-0.068,-9.854
0.028,-0.03,-9.867
0.027,-0.03,-9.846
-0.023,0.007,-9.86
0.04,-0.037,-9.845
0.019,-0.024,-9.83
0.015,-0.021,-9.815
0.005,-0.036,-9.899
0.011,-0.028,-9.876
0.031,-0.028,-9.847
0.047,-0.057,-9.847
-0.002,-0.003,-9.893
0.029,-0.021,-9.831
0.01,-0.005,-9.859
0.041,-0.048,-9.851
0.018,-0.061,-9.956
0.036,-0.047,-9.878
0.01,-0.022,-9.875
0.055,-0.045,-9.853
0.026,-0.065,-9.87
0.027,-0.021,-9.874
0.014,-0.031,-9.845
0.006,-0.014,-9.833
0.019,-0.075,-9.833
0.047,-0.049,-9.888
0.019,-0.05,-9.822
0.002,0.021,-9.842
0.029,-0.027,-9.869
0.039,-0.042,-9.813
0.018,-0.022,-9.888
0.018,-0.011,-9.835
0.016,-0.052,-9.85
0.034,-0.047,-9.88
0.037,-0.04,-9.866
0.021,-0.008,-9.894
0.011,-0.026,-9.872
0.005,0.023,-9.855
0.036,-0.045,-9.928
0.026,-0.023,-9.874
0.02,-0.028,-9.929
0.045,-0.079,-9.874
0.014,-0.026,-9.829
0.017,-0.019,-9.87
-0.003,-0.005,-9.821
0.062,-0.054,-9.867
-0.001,-0.001,-9.886
0.034,-0.016,-9.843
0.026,-0.011,-9.892
0.023,-0.001,-9.874
0.005,-0.004,-9.849
-0.004,0.009,-9.898
0.01,-0.037,-9.853
0.039,-0.046,-9.855
0.062,-0.081,-9.88
0.032,-0.027,-9.83
0.042,-0.066,-9.877
0.005,0.008,-9.865
0.023,-0.049,-9.874
0,-0.009,-9.917
0.039,-0.052,-9.866
0.048,-0.061,-9.869
0.021,-0.041,-9.843
0.023,-0.029,-9.858
-0.006,-0.002,-9.838
0.035,-0.023,-9.853
0.043,-0.037,-9.897
0.021,-0.059,-9.859
0.039,-0.051,-9.866
0.017,-0.024,-9.869
-0.005,0.023,-9.858
0.005,-0.009,-9.811
0.003,-0.021,-9.844
0.032,-0.043,-9.857
0.045,-0.044,-9.829
0.018,-0.022,-9.856
0.024,-0.027,-9.869
0.038,-0.042,-9.928
0.014,-0.023,-9.883
0.026,-0.02,-9.925
-0.009,0.005,-9.826
0.051,-0.041,-9.865
0.026,-0.012,-9.823
0.024,-0.018,-9.839
-0.013,0,-9.878
0.018,-0.012,-9.822
0.021,-0.022,-9.843
0.016,0.016,-9.881
0.008,-0.014,-9.781
0.02,-0.04,-9.897
0.047,-0.087,-9.906
0.044,-0.065,-9.842
0.03,-0.022,-9.919
0.036,-0.025,-9.888
0.029,-0.044,-9.88
0.036,-0.05,-9.836
0.04,-0.044,-9.839
0.024,-0.033,-9.901
0.008,-0.02,-9.859
0.046,-0.059,-9.848
0.005,-0.02,-9.833
0.021,-0.013,-9.882
-0.003,-0.005,-9.899
-0.003,0.024,-9.899
0.029,-0.051,-9.865
0.015,0.016,-9.883
0.01,-0.029,-9.86
0.026,-0.04,-9.853
0.025,-0.058,-9.891
0.033,-0.034,-9.886
-0.004,-0.016,-9.916
-0.003,0.017,-9.836
0.014,0.002,-9.912
0.03,-0.029,-9.908
0.027,-0.031,-9.874
0.029,-0.042,-9.847
0.019,-0.025,-9.879
0.035,-0.04,-9.82
0.01,-0.011,-9.842
0.012,-0.041,-9.889
0.049,-0.067,-9.868
0.03,-0.033,-9.854
0.012,-0.016,-9.829
0.01,-0.001,-9.925
0.017,-0.022,-9.904
0.042,-0.055,-9.851
0.027,-0.033,-9.903
-0.003,0.016,-9.9
0.008,-0.024,-9.868
0.038,-0.024,-9.867
0.019,-0.01,-9.828
0.048,-0.075,-9.922
0.021,-0.041,-9.874
0.027,-0.027,-9.891
0.01,-0.023,-9.872
0.058,-0.075,-9.859
-0.002,-0.018,-9.878
0.043,-0.074,-9.832
0.044,-0.077,-9.856
0.011,-0.002,-9.88
0.014,-0.021,-9.864
0.025,-0.029,-9.86
0.019,-0.024,-9.904
0.019,-0.005,-9.842
0.007,0.011,-9.85
0.004,0.006,-9.896
0.03,-0.057,-9.896
0.009,0.002,-9.862
0.032,-0.067,-9.866
0.014,-0.03,-9.839
-0.014,0.006,-9.87
0.034,-0.037,-9.829
0.016,-0.024,-9.86
0.005,0.014,-9.864
0.006,0.016,-9.846
0.036,-0.04,-9.907
0.022,-0.013,-9.876
0.037,-0.042,-9.848
0.041,-0.048,-9.871
-0.003,0,-9.912
-0.006,-0.017,-9.889
0.023,-0.019,-9.843
0.022,-0.036,-9.859
0.012,-0.001,-9.873
0.054,-0.073,-9.866
0.034,-0.047,-9.925
0.039,-0.071,-9.883
0.003,0.034,-9.887
0.016,-0.045,-9.877
0.025,-0.022,-9.861
0,0.013,-9.886
0.034,-0.056,-9.862
0.039,-0.09,-9.877
0.029,-0.023,-9.913
0.003,-0.049,-9.85
0.036,-0.001,-9.92
-0.003,0.002,-9.891
0.012,-0.002,-9.835
0.012,-0.039,-9.787
0.019,-0.005,-9.919
0.034,-0.051,-9.884
0.03,-0.019,-9.892
0.017,-0.032,-9.873
0.051,-0.059,-9.93
0.013,-0.009,-9.838
0.024,-0.018,-9.878
-0.008,-0.022,-9.868
0.039,-0.06,-9.85
0.051,-0.088,-9.869
0.044,-0.057,-9.86
0.008,-0.029,-9.867
0.017,-0.022,-9.826
0.027,-0.032,-9.826
0.004,-0.012,-9.872
0.036,-0.045,-9.86
0.02,-0.021,-9.874
0.017,-0.033,-9.896
0.023,0.014,-9.874
-0.003,0.008,-9.885
0.019,-0.011,-9.856
0.007,-0.017,-9.853
0.03,-0.001,-9.917
0.024,-0.05,-9.878
0.035,-0.039,-9.93
0.008,-0.025,-9.843
0.014,0.008,-9.872
0.031,-0.043,-9.918
0.036,-0.049,-9.877
-0.006,0.001,-9.884
0.034,-0.042,-9.849
0.035,-0.063,-9.898
-0.012,0.029,-9.872
0.016,-0.037,-9.861
0.036,-0.059,-9.871
0.035,-0.059,-9.871
0.022,-0.03,-9.888
0.049,-0.055,-9.896
0.039,-0.015,-9.897
0.047,-0.056,-9.883
0.029,-0.031,-9.843
0.001,-0.025,-9.895
0.019,-0.012,-9.894
0.014,-0.023,-9.883
0.061,-0.055,-9.874
0.002,0.011,-9.824
0.045,-0.033,-9.866
0.01,-0.027,-9.848
0.02,-0.018,-9.845
0.036,-0.077,-9.922
0.036,-0.023,-9.867
0.041,-0.044,-9.839
0.016,0,-9.882
0.036,-0.03,-9.864
0.043,-0.043,-9.861
0.031,-0.054,-9.861
0.022,-0.018,-9.882
0.001,-0.033,-9.881
0.026,-0.015,-9.844
0.005,-0.022,-9.801
-0.006,-0.004,-9.88
0.032,-0.044,-9.861
0.042,-0.044,-9.838
0.005,0.001,-9.893
-0.007,0.02,-9.878
0.024,-0.047,-9.873
0.015,-0.003,-9.873
0.007,-0.018,-9.874
0.024,-0.02,-9.849
0.003,-0.031,-9.849
0.034,-0.031,-9.838
0.029,-0.046,-9.839
0.018,-0.024,-9.855
-0.015,-0.004,-9.936
0.015,-0.011,-9.853
0.018,-0.047,-9.856
0.02,-0.01,-9.914
0.009,-0.028,-9.907
0.047,-0.058,-9.829
0.037,-0.075,-9.832
0.027,-0.054,-9.91
0.047,-0.048,-9.87
0.027,-0.031,-9.842
0.021,-0.039,-9.851
0.011,0.004,-9.903
0.04,-0.048,-9.843
0.021,-0.015,-9.889
0.016,-0.023,-9.902
0.033,-0.013,-9.821
0.052,-0.074,-9.828
0.021,-0.047,-9.867
0,-0.007,-9.864
0.034,-0.036,-9.832
0.003,-0.008,-9.901
0.044,-0.026,-9.811
0.01,-0.015,-9.846
0.035,-0.038,-9.876
0.016,-0.015,-9.867
0.033,-0.037,-9.883
-0.003,-0.005,-9.92
0.046,-0.061,-9.846
0.027,-0.047,-9.893
0.055,-0.054,-9.89
0.024,-0.033,-9.893
0.022,-0.024,-9.881
0.006,-0.027,-9.88
0.025,0,-9.893
0.036,-0.063,-9.892
0.027,-0.026,-9.876
0.043,-0.051,-9.897
-0.029,0.026,-9.905
0.036,-0.033,-9.876
0.07,-0.081,-9.882
0.017,-0.034,-9.853
0.034,-0.033,-9.883
0.013,-0.015,-9.875
0.02,-0.016,-9.863
0.026,-0.025,-9.895
0.02,-0.051,-9.809
0.002,-0.021,-9.88
0.011,-0.018,-9.82
0.011,-0.042,-9.858
0.032,-0.034,-9.883
0.024,-0.032,-9.845
0.03,-0.029,-9.834
0.003,-0.011,-9.873
0.049,-0.066,-9.864
0.046,-0.057,-9.873
0.026,-0.028,-9.872
0.035,-0.041,-9.869
0.032,-0.022,-9.908
0.021,-0.021,-9.909
0.039,-0.03,-9.901
0.028,-0.054,-9.868
0.039,-0.038,-9.887
0.029,-0.042,-9.858
0.029,-0.014,-9.884
0.022,-0.023,-9.84
0.052,-0.01,-9.896
0.038,-0.078,-9.843
0.045,-0.05,-9.871
-0.004,-0.005,-9.822
0.011,0.001,-9.873
0.004,-0.01,-9.855
0.024,-0.043,-9.9
0.042,-0.046,-9.955
0.031,-0.03,-9.818
0.036,-0.055,-9.89
0.026,-0.039,-9.921
0.036,-0.061,-9.882
0.003,-0.005,-9.914
0.023,-0.02,-9.91
0.041,-0.083,-9.854
0.05,-0.063,-9.864
0.045,-0.039,-9.843
0.021,-0.026,-9.831
0.021,-0.019,-9.87
0.02,-0.052,-9.871
0.035,-0.048,-9.9
0.056,-0.076,-9.884
0.041,-0.035,-9.882
0.021,-0.013,-9.864
0.032,-0.026,-9.856
0.037,-0.055,-9.887
0.032,-0.027,-9.855
0.003,0,-9.812
0.01,-0.004,-9.866
0.054,-0.101,-9.863
0.002,0.012,-9.901
0.011,-0.035,-9.889
0.041,-0.016,-9.903
-0.002,-0.019,-9.878
0.034,-0.009,-9.858
0.005,-0.021,-9.871
0.06,-0.059,-9.916
0.013,-0.037,-9.895
0.025,-0.028,-9.896
0.02,-0.06,-9.842
0.012,-0.024,-9.923
0.015,0.009,-9.932
0.057,-0.06,-9.869
0.017,-0.023,-9.93
0.025,0.005,-9.857
0.042,-0.057,-9.891
0.017,0.004,-9.884
0.039,-0.05,-9.921
0.012,0.013,-9.906
0.046,-0.044,-9.78
0.034,-0.02,-9.895
0.03,-0.026,-9.912
0.046,-0.033,-9.903
0.046,-0.065,-9.809
0.055,-0.049,-9.85
-0.034,0.01,-9.901
0.018,-0.032,-9.892
0.052,-0.057,-9.897
0.041,-0.028,-9.851
0.009,-0.026,-9.856
0.03,-0.033,-9.893
0.011,-0.011,-9.844
0.022,-0.022,-9.871
0.029,-0.026,-9.854
0.035,-0.032,-9.843
0.035,-0.035,-9.884
0.028,-0.011,-9.911
0.013,-0.005,-9.891
0.041,-0.008,-9.871
0.047,-0.07,-9.921
0.017,-0.011,-9.865
0.044,-0.076,-9.886
0.046,-0.045,-9.868
0.003,-0.012,-9.879
0.017,0.02,-9.832
0.036,-0.061,-9.82
0.028,-0.025,-9.887
-0.002,0.005,-9.899
0.022,-0.017,-9.89
0.005,-0.005,-9.867
0.036,-0.052,-9.816
0.032,-0.041,-9.839
0.044,-0.031,-9.86
-0.008,0.007,-9.853
0.008,-0.001,-9.925
0.034,-0.052,-9.863
0.05,-0.064,-9.915
0.029,-0.054,-9.872
0.035,-0.019,-9.839
0.03,-0.026,-9.864
0.015,0.017,-9.893
0.029,-0.031,-9.879
0.033,-0.057,-9.914
0.039,-0.061,-9.901
0.046,-0.041,-9.863
0.013,-0.023,-9.895
0.026,-0.002,-9.866
0.001,0.003,-9.85
0.057,-0.064,-9.856
0.028,-0.05,-9.874
0.01,-0.029,-9.875
0.014,-0.014,-9.893
0.027,-0.035,-9.856
0.027,-0.051,-9.852
0.042,-0.038,-9.842
0.007,-0.01,-9.845
0.066,-0.066,-9.889
0.026,-0.037,-9.822
0.041,-0.049,-9.878
0.031,-0.029,-9.886
0.025,-0.011,-9.875
-0.005,-0.02,-9.875
0.023,-0.044,-9.882
0.003,-0.026,-9.883
0.042,-0.059,-9.903
0.019,-0.046,-9.856
0.033,-0.044,-9.871
0.045,-0.076,-9.901
0.023,-0.018,-9.801
0.019,-0.076,-9.893
0.016,-0.026,-9.843
0.039,-0.05,-9.863
0.024,-0.008,-9.819
0.051,-0.07,-9.879
0.048,-0.05,-9.845
0.023,-0.041,-9.903
0.016,0.004,-9.904
0.042,-0.062,-9.903
0.01,-0.003,-9.929
0.024,-0.028,-9.866
0.029,-0.018,-9.893
0.041,-0.051,-9.931
0.038,-0.048,-9.887
0.05,-0.039,-9.863
0.048,-0.071,-9.83
0,-0.002,-9.857
0.034,-0.047,-9.829
0.043,-0.057,-9.863
0.063,-0.036,-9.89
0.024,-0.038,-9.879
0.046,-0.055,-9.872
0.036,-0.07,-9.918
0.031,-0.03,-9.87
0.015,-0.051,-9.864
0.039,-0.033,-9.869
0.057,-0.073,-9.874
0.025,-0.027,-9.851
0.014,-0.024,-9.896
0.035,-0.04,-9.855
0.038,-0.084,-9.858
0.033,-0.021,-9.838
0.04,-0.031,-9.861
0.041,-0.045,-9.87
0.017,-0.049,-9.886
-0.007,0.038,-9.906
-0.014,0.009,-9.826
0.034,-0.04,-9.865
0.021,-0.047,-9.855
0.031,-0.011,-9.825
0.015,-0.032,-9.875
0.027,-0.038,-9.868
0.026,-0.028,-9.937
0.039,-0.064,-9.86
0.006,0,-9.853
0.049,-0.038,-9.877
0.039,-0.04,-9.879
0.001,0.003,-9.849
0.015,-0.017,-9.809
0.019,-0.02,-9.852
0.03,-0.037,-9.843
